"","churn","app_usage","payment_method","payment_freq","location","platform","userId","month","sub_amount"
"17475",0,17889.216290952,"PayPal","Monthly",0,"Android",61381697,"feb",12.0898837623612
"14782",0,20493.2699250497,"Credit Card","Annual",0,"Android",39042871,"feb",194.368784947807
"11678",0,17944.0009277188,"PayPal","Quarterly",0,"Android",34333810,"feb",12.2816404870776
"8371",0,23178.3322557352,"Credit Card","Monthly",1,"Android",31089093,"feb",14.6003056643994
"32365",0,14844.0586178192,"PayPal","Monthly",0,"iOS",55879588,"jan",13.9290573232767
"37491",0,17012.198477202,"PayPal","Annual",0,"Android",92792739,"jan",169.562804115411
"21039",1,17211.9881996576,"Credit Card","Annual",0,"iOS",75520112,"feb",168.544139816119
"13343",0,21286.8334719982,"Credit Card","Quarterly",0,"iOS",38686200,"feb",12.0037372617606
"32026",0,17738.8955790989,"PayPal","Monthly",1,"iOS",18115233,"jan",13.3808023354635
"18057",0,16246.8445320165,"Credit Card","Quarterly",1,"Android",48115913,"feb",8.26832870247951
"39203",0,12594.6360518378,"PayPal","Monthly",0,"Android",28819392,"jan",12.5164420335738
"13230",0,18121.9669942471,"Credit Card","Annual",0,"Android",70363129,"feb",153.100077555102
"22284",0,15525.5120640323,"Credit Card","Annual",1,"Android",15855171,"jan",160.983842470432
"20438",0,15534.1034441088,"Credit Card","Annual",0,"Android",16745341,"feb",144.585316908197
"26525",0,21309.4125227434,"PayPal","Quarterly",0,"Android",30231373,"jan",8.38815819177335
"27096",0,17426.0072896906,"Credit Card","Annual",1,"iOS",54387955,"jan",140.664428049444
"35446",0,21412.3793497942,"PayPal","Quarterly",1,"Android",49942859,"jan",12.4116506420565
"7347",0,18909.2214521342,"Credit Card","Annual",0,"Android",81891421,"feb",153.399865039289
"20864",0,15908.7076415196,"Credit Card","Annual",1,"Android",11667363,"feb",126.380531581963
"40245",0,14120.1059094532,"Credit Card","Quarterly",1,"Android",29972772,"jan",7.20378300790863
"39049",0,14449.64771693,"Credit Card","Annual",1,"Android",23304727,"jan",145.19602704468
"22515",0,18479.2166664551,"PayPal","Quarterly",0,"iOS",20719312,"jan",10.9329850469357
"5127",0,17875.3099973114,"Credit Card","Annual",1,"iOS",88915075,"feb",144.052815130464
"8573",0,22383.0005579848,"PayPal","Monthly",0,"Android",92444056,"feb",13.3329613712339
"24213",0,11907.6522689734,"PayPal","Monthly",1,"Android",24879398,"jan",15.5512335282185
"2680",0,18697.0994504885,"PayPal","Monthly",0,"Android",91445658,"feb",16.1834038542887
"24780",0,16748.9509337477,"Credit Card","Annual",0,"iOS",56757473,"jan",179.984894897149
"19572",0,15145.5550268353,"Credit Card","Annual",0,"Android",59787168,"feb",150.480812396419
"32605",0,19617.9108405622,"Credit Card","Annual",1,"Android",25991980,"jan",136.511298176424
"38742",0,14869.0198167658,"PayPal","Quarterly",1,"Android",27209893,"jan",11.6810834145813
"26425",0,19480.7463045903,"Credit Card","Annual",1,"iOS",29508356,"jan",138.704404420904
"4615",0,19942.7737345552,"Credit Card","Annual",0,"iOS",26121877,"feb",149.787823340623
"637",0,17752.647868205,"PayPal","Annual",1,"Android",21741181,"feb",130.895992779602
"32519",0,20231.2255758575,"Credit Card","Annual",0,"Android",63676778,"jan",132.039515328815
"27721",0,19051.622247823,"PayPal","Monthly",1,"iOS",89886919,"jan",13.465974174069
"18948",0,15971.760795231,"PayPal","Annual",1,"Android",74555399,"feb",147.763894041753
"306",0,18986.819939953,"Credit Card","Quarterly",1,"Android",27368587,"feb",9.3285827868803
"7620",0,20494.3622033902,"Credit Card","Annual",0,"iOS",20605888,"feb",164.133238501484
"7934",0,15082.3526909412,"Credit Card","Annual",0,"iOS",18459343,"feb",138.812911999119
"24916",0,16841.7511972871,"Credit Card","Annual",0,"iOS",10805162,"jan",150.925192675759
"18528",1,12232.8010304279,"Credit Card","Monthly",0,"iOS",99736551,"feb",12.5848070573745
"35308",0,18208.9149112837,"PayPal","Monthly",0,"Android",55301995,"jan",15.5847078920432
"37374",0,15074.4850525802,"PayPal","Monthly",0,"Android",29162903,"jan",15.3041768954256
"28852",0,19908.8529270991,"Credit Card","Annual",1,"Android",43710479,"jan",185.104298411054
"35699",0,19830.2771414528,"PayPal","Quarterly",0,"Android",25991239,"jan",10.5023446659493
"7424",0,17401.8958630806,"Credit Card","Annual",0,"iOS",90975212,"feb",177.387983470873
"20179",0,18916.2727719063,"PayPal","Monthly",0,"iOS",76470598,"feb",12.9584788862439
"29481",0,18415.2666322868,"PayPal","Monthly",0,"Android",55238542,"jan",15.2260546976893
"8575",0,19188.4655170642,"Credit Card","Annual",1,"Android",94703826,"feb",135.299121930183
"35670",0,19323.7846407212,"Credit Card","Monthly",1,"iOS",49039195,"jan",18.4648829512102
"36405",0,18738.3744638705,"Credit Card","Annual",0,"iOS",30514939,"jan",155.541145524111
"27445",0,17625.9606113533,"Credit Card","Annual",0,"Android",38712143,"jan",152.250552422742
"25967",0,17852.7488074964,"PayPal","Quarterly",1,"Android",71859532,"jan",11.7934156254505
"37794",0,18720.7796492886,"PayPal","Monthly",0,"Android",23675451,"jan",14.804977489437
"33840",0,22283.2708823129,"Credit Card","Monthly",1,"Android",62001202,"jan",14.0737039079056
"20397",0,16589.1054632309,"Credit Card","Monthly",1,"Android",58382718,"feb",15.0212220183707
"2083",0,18954.1863741995,"Credit Card","Quarterly",0,"Android",86634092,"feb",9.7860004592231
"39241",0,15971.9401916375,"Credit Card","Quarterly",1,"Android",75040138,"jan",6.9466194823443
"21465",0,20274.4964087474,"Credit Card","Quarterly",0,"Android",34020367,"jan",11.2291692597677
"4347",0,18892.0331720699,"Credit Card","Quarterly",0,"Android",38980139,"feb",7.26106421551418
"30169",0,17127.4791771514,"Credit Card","Quarterly",1,"Android",73194084,"jan",9.38364670201305
"12896",0,21061.6483725921,"Credit Card","Annual",0,"Android",30285105,"feb",171.758966418248
"9524",0,21756.3565472298,"PayPal","Quarterly",1,"iOS",69811528,"feb",10.5669144563886
"35927",0,18394.1056445901,"Credit Card","Annual",0,"Android",84829950,"jan",157.713881052678
"28930",0,19587.4604541738,"Credit Card","Annual",0,"Android",28508966,"jan",139.276807489376
"35563",0,19036.526540593,"Credit Card","Annual",1,"Android",56357783,"jan",185.242236776395
"11307",0,21089.1356027309,"PayPal","Monthly",0,"iOS",15414020,"feb",15.4824568378825
"26266",0,20835.6548778648,"Credit Card","Annual",0,"Android",32893199,"jan",180.208693552036
"38148",0,15692.9021777126,"Credit Card","Annual",1,"Android",49844939,"jan",129.920587661983
"30481",0,22702.2041502303,"PayPal","Monthly",0,"Android",29412692,"jan",14.1871087443436
"12043",0,17200.9457558709,"Credit Card","Annual",0,"iOS",48346502,"feb",198.186599619775
"34776",0,17230.1116525322,"Credit Card","Quarterly",0,"Android",40902753,"jan",8.10698613162796
"18545",1,15896.0650773144,"PayPal","Annual",0,"Android",81748958,"feb",155.562920821339
"25301",0,18893.5842012618,"Credit Card","Annual",1,"Android",16098826,"jan",156.502115203653
"9790",0,24045.7027881293,"Credit Card","Quarterly",0,"iOS",22645210,"feb",10.6783619677662
"23349",0,18523.9382331317,"Credit Card","Monthly",0,"Android",88275042,"jan",17.0654862414263
"30732",0,20553.8606043813,"Credit Card","Annual",1,"Android",74247531,"jan",140.493297156073
"26513",0,19520.1471993775,"Credit Card","Annual",1,"Android",29930622,"jan",181.083150620231
"21370",0,17993.5314117959,"Credit Card","Annual",1,"Android",97615376,"jan",154.541043983502
"34426",0,19906.3939557067,"Credit Card","Quarterly",0,"Android",82851501,"jan",10.7762524609997
"10954",0,14080.7615154274,"Credit Card","Annual",1,"Android",55263933,"feb",120.176046181948
"20911",1,13810.3746131875,"PayPal","Annual",1,"iOS",18352204,"feb",119.992743073129
"20307",0,19086.93714573,"PayPal","Quarterly",0,"iOS",80109074,"feb",7.84274275794436
"18934",0,19537.1730419912,"Credit Card","Quarterly",0,"iOS",45559572,"feb",8.80548358256877
"21110",1,18786.1752339958,"PayPal","Monthly",1,"Android",90674080,"feb",13.2874017032961
"6191",0,17416.5571260455,"Credit Card","Quarterly",0,"Android",22326660,"feb",9.71983950262693
"22439",0,16477.1158924099,"Credit Card","Quarterly",1,"iOS",73884878,"jan",10.2382240672903
"25477",0,18706.888684112,"Credit Card","Quarterly",0,"Android",97435630,"jan",8.76455313587591
"24328",0,22954.8662388673,"Credit Card","Monthly",0,"Android",78976168,"jan",16.7037198112745
"4156",0,17272.2579227105,"PayPal","Quarterly",1,"Android",11739702,"feb",8.93694670701835
"3365",0,15367.8609187807,"Credit Card","Annual",1,"Android",73590615,"feb",121.560921711931
"31150",0,19738.2643778383,"Credit Card","Annual",0,"iOS",79425724,"jan",163.299706145189
"20383",0,14734.5214406346,"PayPal","Monthly",0,"Android",24414408,"feb",14.7083496617636
"21614",0,13434.5584291967,"PayPal","Quarterly",0,"iOS",60771596,"jan",10.4625465621996
"7577",0,18844.9860865115,"Credit Card","Annual",1,"Android",10195144,"feb",182.478735534097
"27186",0,19186.3732447294,"Credit Card","Annual",1,"iOS",57925412,"jan",138.409029371627
"15763",0,21090.1240545072,"Credit Card","Quarterly",1,"Android",49440996,"feb",10.8839873300654
"13482",0,21038.2821256356,"Credit Card","Annual",0,"Android",22489875,"feb",157.788006973975
"16811",0,13266.881086462,"PayPal","Monthly",1,"Android",62121760,"feb",12.4927058976122
"29093",0,17703.3578803715,"Credit Card","Annual",0,"Android",35309740,"jan",171.103907490226
"14266",0,18748.1357755955,"PayPal","Monthly",0,"Android",77201597,"feb",15.2008063582292
"11839",0,16443.8664680523,"PayPal","Monthly",0,"Android",10977620,"feb",16.199529570525
"28441",0,19436.8815173493,"PayPal","Monthly",0,"Android",87174491,"jan",12.1071586494041
"20441",0,14098.2157963274,"PayPal","Monthly",0,"Android",97282853,"feb",14.4340466168166
"28602",0,21098.9547102707,"Credit Card","Quarterly",1,"Android",79663205,"jan",8.99055552348045
"19808",0,15255.5265165592,"PayPal","Monthly",1,"Android",14108835,"feb",12.5749016200574
"57",0,21376.4929357868,"Credit Card","Quarterly",1,"Android",16711397,"feb",10.4821330253405
"36871",0,16566.3678668786,"PayPal","Monthly",0,"Android",62805318,"jan",12.7648098507406
"7213",0,18875.7740531259,"Credit Card","Monthly",0,"Android",43724872,"feb",17.0011269996944
"38024",0,16278.0497454985,"PayPal","Monthly",1,"Android",14629779,"jan",14.551821218987
"10815",0,17099.8583687082,"Credit Card","Annual",0,"Android",43562952,"feb",127.256933404213
"34546",0,13299.5512039585,"Credit Card","Quarterly",0,"Android",62468945,"jan",10.3092749108908
"5197",0,16300.3733530351,"Credit Card","Quarterly",0,"Android",98343392,"feb",11.3026580244063
"2664",0,18822.0769588574,"PayPal","Monthly",1,"Android",87639168,"feb",14.6335348340366
"30919",0,20635.2239751581,"Credit Card","Quarterly",0,"Android",85342690,"jan",8.91491662131811
"27628",0,17751.4979557387,"Credit Card","Quarterly",0,"Android",41711209,"jan",8.31490540293458
"8811",0,23199.9408479033,"Credit Card","Quarterly",1,"Android",71515903,"feb",7.59402664224458
"31536",0,18945.7356088072,"Credit Card","Annual",0,"Android",99215154,"jan",176.65660933148
"6658",0,18505.0115790862,"Credit Card","Annual",1,"Android",72665966,"feb",156.019856132175
"15685",0,19478.4516734267,"Credit Card","Quarterly",1,"Android",71143255,"feb",7.77137594603747
"26842",0,15000.6248135408,"PayPal","Annual",0,"Android",54881497,"jan",152.227761240395
"7425",0,17565.0268677894,"Credit Card","Annual",1,"Android",35823035,"feb",181.938002083954
"20865",0,14865.8434630267,"PayPal","Quarterly",1,"iOS",12242062,"feb",7.85932490517397
"35814",0,20312.883993427,"Credit Card","Monthly",1,"iOS",64537069,"jan",16.9416938551823
"27181",0,16766.0055502945,"Credit Card","Monthly",1,"iOS",29221880,"jan",14.248226811442
"22079",0,20884.1815433166,"PayPal","Quarterly",0,"iOS",66684311,"jan",11.979935419534
"24043",0,14187.9449022402,"PayPal","Monthly",1,"Android",87488719,"jan",13.529058914231
"6467",0,18152.9747464834,"PayPal","Monthly",1,"Android",39779678,"feb",17.7701085255569
"5413",0,18006.7067028469,"PayPal","Annual",0,"Android",28943846,"feb",158.16310779832
"33578",0,20346.283034031,"PayPal","Quarterly",1,"Android",34802475,"jan",10.2010853601618
"14426",0,20269.8042306908,"Credit Card","Annual",0,"Android",42552857,"feb",138.208351186205
"27012",0,22837.3067637641,"Credit Card","Annual",0,"Android",64309858,"jan",165.224566538651
"5542",0,19193.1644050799,"PayPal","Monthly",0,"iOS",28191523,"feb",15.9794253858937
"3460",0,16242.4768896498,"Credit Card","Annual",1,"iOS",49197175,"feb",154.7138037348
"27661",0,14353.9229684664,"Credit Card","Annual",1,"Android",67356756,"jan",159.234958847456
"10063",0,16466.9299596003,"Credit Card","Annual",0,"Android",48456408,"feb",181.770458401846
"24670",0,18364.2154215357,"PayPal","Monthly",0,"iOS",67926268,"jan",15.1482543682898
"23015",0,16649.7941002435,"PayPal","Monthly",1,"Android",97639468,"jan",14.4975357168011
"10606",0,17187.2009832994,"PayPal","Monthly",0,"Android",50675180,"feb",16.0840110181382
"37780",0,16908.887739067,"Credit Card","Annual",0,"iOS",72511369,"jan",102.416869757839
"12104",0,15490.4829972472,"Credit Card","Quarterly",1,"iOS",21959868,"feb",9.2910215999142
"1819",0,17446.1861381657,"Credit Card","Quarterly",0,"Android",66202573,"feb",13.9532317180207
"13813",0,23014.4899681174,"Credit Card","Annual",0,"Android",92807788,"feb",158.392964132645
"37110",0,18398.2449753155,"Credit Card","Annual",0,"Android",28884644,"jan",163.209747819579
"37651",0,15006.9317036486,"PayPal","Quarterly",1,"iOS",64023941,"jan",5.65027125795874
"39497",0,15078.1361035118,"PayPal","Quarterly",0,"Android",19989632,"jan",7.91382451292687
"10336",0,17316.9124789093,"PayPal","Monthly",0,"Android",81918532,"feb",16.7848299947821
"8569",0,20500.4983022245,"Credit Card","Quarterly",0,"iOS",17712769,"feb",7.93150391101162
"24196",0,18064.5513080455,"Credit Card","Quarterly",0,"Android",30129718,"jan",9.84200889991482
"29770",0,18132.2161145788,"Credit Card","Annual",0,"Android",12827376,"jan",179.415353883892
"37417",0,16153.8997110955,"Credit Card","Quarterly",0,"Android",67323778,"jan",7.98753963750117
"20324",0,16849.6379445296,"PayPal","Quarterly",1,"Android",14850923,"feb",10.1076285877729
"21790",0,16334.9497789309,"Credit Card","Annual",1,"Android",47637513,"jan",168.415431889779
"13985",0,16896.6581391344,"PayPal","Annual",0,"Android",92526033,"feb",147.332710236022
"1933",0,13288.917503502,"Credit Card","Annual",0,"iOS",17430021,"feb",194.932307249047
"32512",0,15581.1388103442,"Credit Card","Annual",0,"Android",90805750,"jan",154.18033502583
"8455",0,19007.1508633005,"Credit Card","Annual",0,"Android",64463232,"feb",168.927066232672
"20604",0,17034.1241445374,"Credit Card","Quarterly",0,"iOS",61411671,"feb",7.33760387655062
"15083",0,22505.2261591327,"PayPal","Monthly",0,"Android",68562080,"feb",16.3097473233652
"40037",0,18064.1141576931,"PayPal","Annual",1,"Android",92984214,"jan",137.496725944051
"2570",0,19380.0055245897,"Credit Card","Quarterly",0,"Android",26191076,"feb",6.96887867809039
"34252",0,17640.3823434718,"PayPal","Monthly",1,"iOS",53762492,"jan",14.124910869449
"9669",0,20372.2452683846,"PayPal","Monthly",0,"Android",65043419,"feb",16.2764039656527
"16264",0,18712.9141492909,"Credit Card","Quarterly",0,"iOS",76875219,"feb",9.45133873689868
"1094",0,17897.7254080421,"PayPal","Quarterly",1,"iOS",93333873,"feb",8.55879781382661
"20778",0,16886.6481242959,"PayPal","Annual",0,"Android",97364069,"feb",169.851843227864
"39160",0,16868.8117746845,"Credit Card","Annual",0,"Android",54152767,"jan",131.08467122313
"39124",0,17356.4321108258,"PayPal","Monthly",1,"Android",57422794,"jan",12.1380570241701
"30772",0,17585.9855980037,"Credit Card","Quarterly",0,"iOS",34828889,"jan",7.6139058914298
"25272",0,19075.3431727337,"Credit Card","Annual",0,"Android",48198789,"jan",165.573107732906
"5122",0,16547.4003700227,"Credit Card","Annual",0,"Android",88793370,"feb",129.443178910334
"28342",0,17720.6893149573,"Credit Card","Annual",1,"iOS",80103228,"jan",144.918871836813
"29355",0,20262.4957240293,"PayPal","Quarterly",0,"Android",63317621,"jan",11.3521026997821
"6332",0,19433.9686368432,"PayPal","Monthly",0,"Android",60464965,"feb",15.7621680986105
"40232",0,16212.4977315595,"PayPal","Monthly",1,"Android",77729640,"jan",14.0862833538059
"36923",0,19852.8036588445,"Credit Card","Quarterly",0,"Android",80249922,"jan",11.2286795494452
"19053",0,15966.9332231323,"PayPal","Monthly",0,"iOS",97256878,"feb",13.0145192680855
"6311",0,20066.629165349,"PayPal","Monthly",0,"iOS",20652770,"feb",14.2086199287661
"10887",0,16444.1446730935,"PayPal","Quarterly",0,"Android",15239440,"feb",10.152253029923
"4768",0,15440.8132190818,"Credit Card","Annual",0,"iOS",26130686,"feb",168.056472395244
"8288",0,19519.5561809427,"Credit Card","Annual",1,"iOS",43464544,"feb",159.835786906284
"2967",0,19765.7920398184,"PayPal","Monthly",1,"iOS",36470878,"feb",13.7137768824952
"32459",0,15725.8472039241,"PayPal","Monthly",1,"Android",75821982,"jan",13.9667886966154
"6231",0,19832.0488298031,"PayPal","Monthly",0,"iOS",89876409,"feb",16.2559668336813
"28915",0,20035.6679297874,"Credit Card","Annual",0,"iOS",26838554,"jan",159.292319490278
"22453",0,15612.448767973,"Credit Card","Annual",0,"iOS",55753212,"jan",122.058135478069
"24470",0,15264.9743353612,"Credit Card","Annual",0,"Android",65013150,"jan",157.526237431049
"39005",0,18788.5853357864,"Credit Card","Annual",1,"iOS",59354629,"jan",126.073467606955
"18928",0,13214.1808097009,"Credit Card","Annual",1,"Android",68134719,"feb",121.064014525013
"856",0,17543.1407962825,"Credit Card","Annual",1,"Android",84728076,"feb",159.11001908077
"13690",0,19398.9400898581,"Credit Card","Quarterly",0,"Android",39007213,"feb",13.9347268901825
"28858",0,19096.2507935123,"Credit Card","Annual",1,"Android",29210681,"jan",156.345240558686
"14671",0,20966.2855297494,"Credit Card","Annual",1,"iOS",86040226,"feb",195.427851138728
"38863",0,13210.3697619933,"Credit Card","Annual",0,"Android",91982660,"jan",148.290705675293
"7534",0,18989.3164228031,"PayPal","Monthly",0,"iOS",22679722,"feb",16.4888681788128
"9547",0,17818.5243728738,"PayPal","Monthly",1,"Android",36843720,"feb",18.2816365865553
"30266",0,16441.9579133292,"Credit Card","Annual",0,"Android",81740709,"jan",139.686423644721
"27859",0,20842.1858280666,"Credit Card","Annual",0,"Android",13899458,"jan",143.887015685663
"21243",1,15382.3637209621,"PayPal","Monthly",1,"Android",34864205,"feb",14.6239182424367
"30689",0,20201.7566175196,"Credit Card","Annual",0,"iOS",50750317,"jan",154.026302410317
"18011",0,13997.4856028349,"PayPal","Monthly",1,"iOS",94045063,"feb",15.0277755377814
"4751",0,17652.8850349378,"PayPal","Monthly",0,"iOS",65656428,"feb",16.5324959774367
"27910",0,22310.6926860621,"Credit Card","Monthly",0,"iOS",80351771,"jan",17.9185814305211
"16963",0,15720.2530970699,"PayPal","Quarterly",0,"Android",99180826,"feb",7.70770020625472
"32860",0,18580.7468264021,"Credit Card","Annual",1,"iOS",71182806,"jan",154.857887279477
"32600",0,16382.2778669085,"Credit Card","Quarterly",0,"Android",78148879,"jan",9.04263442063235
"4270",0,19225.1249129759,"Credit Card","Monthly",1,"Android",90972335,"feb",16.1337581846409
"16373",0,17911.2303909994,"PayPal","Annual",1,"iOS",92398621,"feb",175.997768464799
"7146",0,17062.3892495931,"PayPal","Monthly",0,"Android",39201055,"feb",12.502608926903
"20237",0,16673.0741813088,"Credit Card","Monthly",0,"Android",76445974,"feb",10.2073376878264
"19814",0,16587.7790492519,"Credit Card","Annual",0,"iOS",33679846,"feb",119.976651459321
"10220",0,19126.5500327405,"PayPal","Annual",0,"Android",70246422,"feb",168.02602455953
"17709",0,16639.9914722392,"Credit Card","Monthly",1,"Android",36770173,"feb",14.4854990036725
"10252",0,16453.2936537658,"PayPal","Monthly",0,"Android",79409233,"feb",15.9439217683108
"18992",0,14463.0803838756,"PayPal","Annual",1,"Android",88645697,"feb",153.226338879376
"6217",0,18439.1748105289,"Credit Card","Annual",0,"Android",46622255,"feb",149.424235225209
"29022",0,22442.0896431344,"Credit Card","Monthly",1,"Android",94079027,"jan",17.78667160268
"36299",0,17939.4731393298,"Credit Card","Quarterly",1,"Android",28523671,"jan",7.99237140137876
"18208",0,15585.5359823951,"Credit Card","Annual",1,"Android",43665339,"feb",139.471431764422
"19608",0,14957.957727018,"PayPal","Monthly",1,"iOS",92189893,"feb",13.3622489025115
"29329",0,13565.5105991568,"Credit Card","Annual",0,"Android",28736455,"jan",143.615885375932
"18412",0,17628.5438682368,"Credit Card","Annual",1,"Android",69668246,"feb",131.217524551541
"13807",0,19339.9094239065,"Credit Card","Quarterly",1,"iOS",10150442,"feb",9.88789399206347
"13609",0,19612.79403192,"Credit Card","Annual",0,"Android",29748351,"feb",159.746419701031
"25453",0,15245.0873364573,"PayPal","Monthly",0,"Android",19252268,"jan",16.9846930241025
"29366",0,18361.3086131313,"PayPal","Monthly",1,"Android",80493794,"jan",13.5693369985087
"31615",0,20575.2797327996,"PayPal","Monthly",1,"Android",63129792,"jan",13.5728052616542
"235",0,16890.3529516721,"Credit Card","Quarterly",0,"Android",11755637,"feb",9.01417467741967
"35621",0,16723.3730103087,"Credit Card","Monthly",0,"Android",66782198,"jan",14.7941065407865
"11440",0,16327.662019493,"PayPal","Monthly",0,"iOS",91670084,"feb",15.7601029456981
"228",0,18141.7011935789,"Credit Card","Annual",1,"Android",89803031,"feb",166.765675401877
"95",0,18914.2152510678,"Credit Card","Annual",1,"Android",48846083,"feb",152.152349349355
"10679",0,17038.838153336,"Credit Card","Quarterly",0,"Android",76511589,"feb",8.27845508515214
"30755",0,15616.409797237,"Credit Card","Annual",1,"Android",53836172,"jan",175.865392743105
"26004",0,18851.8879734126,"PayPal","Quarterly",0,"Android",31706504,"jan",8.28153340273645
"16382",0,13786.4171289887,"PayPal","Annual",1,"iOS",70445309,"feb",143.796200358612
"19385",0,18370.5321778889,"PayPal","Quarterly",1,"Android",23867903,"feb",12.4991214642242
"13896",0,16764.3271130603,"PayPal","Annual",0,"Android",45372588,"feb",166.557860246282
"9271",0,16334.9377464349,"Credit Card","Quarterly",0,"Android",85147681,"feb",8.57297367028363
"17502",0,17948.6859925376,"Credit Card","Monthly",1,"Android",34428195,"feb",15.3876680129413
"22816",0,20469.7500702168,"PayPal","Annual",0,"Android",88029836,"jan",132.306364681581
"37854",0,17749.281441384,"Credit Card","Annual",0,"iOS",71101996,"jan",133.844509859517
"17533",0,12908.7957008504,"PayPal","Monthly",0,"Android",25640201,"feb",14.0375947169013
"3639",0,19617.6975589314,"Credit Card","Annual",1,"Android",79424679,"feb",168.213961594665
"19560",0,17565.0998778509,"PayPal","Monthly",1,"Android",23701501,"feb",12.3898966441552
"29589",0,17493.4905293607,"Credit Card","Annual",0,"Android",65795773,"jan",178.460956686703
"5945",0,16276.9957992283,"Credit Card","Quarterly",1,"iOS",27916220,"feb",10.8945131706135
"13222",0,12646.51196438,"Credit Card","Annual",1,"Android",58932963,"feb",149.948816226045
"19188",0,13522.8965496011,"Credit Card","Annual",1,"Android",22057574,"feb",152.5984585142
"18170",0,17130.9028302039,"Credit Card","Monthly",1,"Android",56157075,"feb",13.0799056690485
"28141",0,18682.3528759322,"Credit Card","Annual",1,"Android",22290402,"jan",163.369605756703
"12601",0,18571.6595947317,"Credit Card","Quarterly",0,"iOS",43950049,"feb",10.8563508515115
"37856",0,17377.0467634448,"PayPal","Quarterly",0,"Android",23689208,"jan",10.885942688398
"7401",0,20144.8872690818,"PayPal","Monthly",0,"Android",90574328,"feb",14.1716972690032
"15104",0,20280.192880711,"Credit Card","Annual",1,"Android",18523542,"feb",170.934810523945
"11791",0,17703.3739003163,"PayPal","Monthly",1,"iOS",46721700,"feb",13.8608974024224
"36775",0,20540.8511214173,"Credit Card","Annual",1,"iOS",42232991,"jan",152.489321539056
"27709",0,14646.3955537686,"Credit Card","Annual",0,"iOS",42851473,"jan",169.338231849833
"22213",0,18278.2733504049,"PayPal","Monthly",0,"Android",86638517,"jan",14.847805444917
"10237",0,16117.1997782708,"Credit Card","Monthly",0,"Android",69096789,"feb",17.4708261656616
