"","churn","app_usage","payment_method","payment_freq","location","platform","userId","month","sub_amount"
"178421",0,18877.2007546004,"Credit Card","Annual",1,"Android",32297383,"jun",161.060127543308
"8570",0,16876.435054833,"Credit Card","Annual",0,"Android",85720820,"jul",155.7134666695
"69496",0,15866.1123274563,"PayPal","Annual",1,"Android",43895258,"mar",159.119442148931
"60949",0,19394.147508977,"PayPal","Monthly",0,"iOS",80214062,"mar",10.3323700245797
"102537",0,16349.6420522879,"PayPal","Quarterly",0,"iOS",49439879,"feb",11.2215316730339
"17935",0,20954.1666792794,"Credit Card","Annual",1,"Android",94266876,"jul",182.78743017623
"38709",1,15859.6780454976,"Credit Card","Quarterly",1,"Android",38937280,"may",9.15619679127063
"93041",0,19471.9860672289,"Credit Card","Quarterly",1,"iOS",10402921,"feb",12.0224794735746
"4177",0,15481.6702565645,"Credit Card","Annual",0,"Android",20052494,"jul",171.167020574677
"19355",0,15671.6834887438,"PayPal","Monthly",0,"iOS",58186508,"jul",12.3232930869302
"81901",0,18003.1978628863,"PayPal","Quarterly",0,"Android",54748842,"feb",10.4244391311065
"15720",0,19431.9932144208,"Credit Card","Quarterly",0,"Android",47445212,"jul",7.54084208791602
"150061",0,19294.3118692272,"Credit Card","Annual",0,"Android",64908927,"jun",114.620013895577
"56219",0,20533.334728794,"Credit Card","Annual",0,"Android",82971113,"apr",151.684977165236
"78445",0,15809.608313806,"Credit Card","Quarterly",0,"Android",42095503,"mar",8.04643539193379
"120942",0,17012.2196064269,"Credit Card","Monthly",0,"iOS",26739173,"jun",15.0376236314609
"1491",0,14632.1338824209,"Credit Card","Monthly",0,"Android",38066420,"jul",15.5298044792123
"22217",0,18935.3696746613,"Credit Card","Annual",0,"Android",63070630,"may",157.836503455828
"106022",0,17057.8687538296,"Credit Card","Annual",0,"Android",88359278,"jan",154.399153328965
"119144",0,16536.9316136239,"Credit Card","Quarterly",1,"iOS",56776387,"jan",9.57077767297981
"11909",0,20241.2250794657,"Credit Card","Annual",0,"Android",49812928,"jul",128.341289677198
"22902",0,16728.5743203506,"Credit Card","Annual",1,"Android",89433438,"jun",163.461948774534
"28234",0,18553.0173614605,"PayPal","Monthly",1,"iOS",96794042,"may",14.9065540210156
"19067",0,17952.2391312717,"Credit Card","Quarterly",1,"Android",75924234,"jul",10.070655436645
"14643",0,16385.3000590488,"PayPal","Monthly",0,"Android",74518456,"jul",13.930163482909
"96037",0,17801.9550291441,"Credit Card","Quarterly",0,"Android",23321585,"feb",9.73382651575601
"27304",0,18820.0170199146,"Credit Card","Annual",1,"Android",71269753,"may",164.20454142165
"59235",0,16447.5448307875,"Credit Card","Annual",1,"Android",98190420,"apr",115.737072951054
"1728",0,20123.4989924147,"Credit Card","Annual",0,"Android",29261902,"jul",144.039957170693
"40889",0,19581.7082653572,"PayPal","Monthly",0,"iOS",10661499,"apr",14.7071302501395
"150110",0,20984.4714385269,"Credit Card","Annual",0,"Android",21182589,"jun",159.355143042143
"115574",0,20030.2898042881,"Credit Card","Monthly",0,"iOS",37897819,"jan",15.3018395636778
"19254",0,17008.7677217346,"Credit Card","Annual",1,"Android",23811218,"jul",162.992461557962
"36861",0,19773.3344870185,"Credit Card","Annual",0,"iOS",44741236,"may",159.048892807721
"59660",0,15882.5541214494,"PayPal","Monthly",0,"Android",81983967,"apr",15.9220915831855
"62442",0,14764.6787216894,"Credit Card","Quarterly",0,"Android",29889152,"jun",8.77857283555811
"54066",0,19544.5209929547,"Credit Card","Quarterly",1,"iOS",81180395,"apr",9.17061433931657
"88291",0,18048.082633532,"PayPal","Annual",0,"Android",44639372,"feb",154.361930455522
"7169",0,19340.3687774198,"Credit Card","Annual",0,"Android",38712143,"jul",173.139006438371
"113239",0,21328.5142922064,"Credit Card","Annual",0,"Android",93704923,"jan",164.781634189137
"115359",0,19221.1858445407,"Credit Card","Quarterly",1,"Android",48777121,"jan",11.6128609543408
"11662",0,16400.3070634123,"Credit Card","Annual",0,"Android",88096832,"jul",177.99266165907
"66571",0,16139.4167023204,"Credit Card","Annual",0,"Android",22993666,"mar",188.724228198689
"24799",0,18712.9687282747,"Credit Card","Annual",0,"Android",85958729,"may",146.14157277842
"110829",0,17424.3442956329,"Credit Card","Annual",0,"iOS",16103712,"jan",173.822484936702
"80071",0,18462.8109551673,"Credit Card","Annual",0,"Android",38350654,"jun",142.265090515913
"121558",1,14340.7682467135,"PayPal","Monthly",1,"iOS",17234415,"jan",11.8871241860057
"33054",0,19499.9149948466,"Credit Card","Monthly",1,"Android",21428659,"may",14.6752368796917
"28359",0,18227.8664236821,"PayPal","Quarterly",1,"Android",75916418,"may",8.73241969324469
"3214",0,13044.1959915504,"Credit Card","Quarterly",1,"iOS",24489335,"jul",10.1605295759669
"116211",0,19380.7433385297,"Credit Card","Quarterly",0,"Android",34230932,"jun",11.1124448087133
"32998",0,21560.3180233199,"PayPal","Monthly",0,"Android",10839901,"may",16.781278197152
"73347",0,18825.8826852107,"Credit Card","Annual",0,"Android",90884039,"mar",157.034003401102
"39380",0,13389.4888121379,"PayPal","Monthly",1,"Android",77884787,"may",13.0133575027627
"102268",0,15322.9273517766,"Credit Card","Annual",1,"Android",65963205,"feb",144.101795431826
"18752",0,19025.4340457966,"PayPal","Monthly",0,"Android",13390878,"jul",16.7678831278677
"72122",0,21367.2760141019,"Credit Card","Annual",0,"Android",16870879,"mar",177.677091790698
"99817",0,14190.427404633,"PayPal","Annual",1,"Android",79556839,"feb",134.495849834627
"13000",0,17523.7063363071,"PayPal","Monthly",0,"Android",77975786,"jul",14.0777757008828
"34556",0,19081.3707697428,"Credit Card","Annual",1,"Android",54117313,"may",149.414768982975
"6267",0,16742.9579887116,"Credit Card","Quarterly",1,"Android",77266255,"jul",10.6642422702221
"79315",0,14157.2488707105,"PayPal","Monthly",0,"iOS",72510910,"mar",12.4919952062793
"18517",0,16484.0685442997,"Credit Card","Annual",0,"Android",46380096,"jul",155.906329602147
"73925",0,17841.768974395,"Credit Card","Annual",0,"Android",89760363,"mar",158.186071286978
"73218",0,17894.5729010288,"PayPal","Quarterly",0,"Android",64720690,"mar",9.36111721043099
"12150",0,18925.5741107315,"Credit Card","Quarterly",1,"iOS",19866992,"jul",8.96406654586985
"18673",0,20535.418724497,"Credit Card","Monthly",1,"iOS",26710280,"jul",14.1167309035575
"23576",0,19286.1008933249,"Credit Card","Annual",0,"iOS",20666914,"may",171.542272104251
"19501",0,19977.2150130948,"Credit Card","Annual",0,"iOS",49913664,"jul",158.633691182418
"99466",0,17155.0803473942,"PayPal","Annual",0,"Android",43269472,"feb",173.847606400186
"10762",0,19196.3567654771,"Credit Card","Quarterly",0,"Android",89867182,"jul",11.2302269937473
"105083",0,17329.4363603053,"PayPal","Monthly",0,"iOS",94539879,"jun",16.9768347805835
"69382",0,18290.3363574622,"Credit Card","Monthly",1,"iOS",36521004,"mar",14.9394003415199
"95622",0,20237.4147547536,"Credit Card","Annual",0,"iOS",97596303,"feb",163.730576541723
"8453",0,15710.2702867878,"Credit Card","Quarterly",1,"iOS",64851564,"jul",9.93302225887914
"12726",0,16787.0059244683,"PayPal","Quarterly",1,"Android",31942782,"jul",9.63892110568132
"20970",0,19974.1060588748,"PayPal","Annual",0,"Android",47449408,"may",136.390410509311
"2937",0,16881.6930281198,"PayPal","Monthly",0,"Android",30188662,"jul",16.2874472932427
"626",0,12659.1539204319,"Credit Card","Quarterly",0,"Android",18435843,"jul",8.18272800036869
"1323",0,19360.3972216872,"Credit Card","Monthly",1,"iOS",69514496,"jul",15.9668123346174
"19539",0,17855.1132134082,"Credit Card","Annual",1,"Android",72817049,"jul",155.955057489455
"70694",0,19750.2264587831,"Credit Card","Annual",0,"Android",31094767,"mar",145.865372107264
"19177",0,15734.5043330768,"Credit Card","Annual",0,"iOS",62887888,"jul",158.698410273164
"11773",0,20974.1007650799,"Credit Card","Annual",0,"Android",58480290,"jul",153.293648556585
"37852",0,16053.8180194251,"PayPal","Monthly",0,"Android",85396495,"jun",15.7231107685
"12137",0,15059.7899238741,"PayPal","Monthly",0,"Android",16221899,"jul",14.3142051986416
"74044",0,19382.7695241619,"PayPal","Annual",1,"iOS",70404504,"mar",177.605916134566
"17066",0,19374.2911736843,"Credit Card","Annual",0,"Android",81206946,"jul",134.348527810896
"15141",0,20329.1609447225,"PayPal","Monthly",0,"Android",90652273,"jul",16.6997924319037
"19342",0,18110.4973650638,"Credit Card","Annual",1,"Android",90222775,"jul",163.106991752713
"53926",0,21022.872713905,"Credit Card","Annual",1,"Android",43877212,"apr",158.064447865203
"24202",0,20449.7444295251,"Credit Card","Annual",1,"iOS",14349346,"may",134.814970385967
"51308",0,17160.4070693006,"PayPal","Quarterly",1,"Android",98469790,"apr",11.6872181098776
"71601",0,19210.5648570253,"PayPal","Monthly",0,"Android",53105003,"mar",16.2190344047079
"93857",0,17872.574114378,"Credit Card","Annual",0,"iOS",35374751,"feb",143.861626999405
"9608",0,15545.0688131194,"Credit Card","Annual",0,"Android",80257445,"jul",167.970342772704
"7411",0,18760.7318799139,"Credit Card","Annual",1,"iOS",22659646,"jul",164.85247693418
"5386",0,18914.7947442181,"Credit Card","Annual",0,"iOS",53858000,"jul",169.252583980481
"75442",0,17772.0562723483,"Credit Card","Quarterly",1,"Android",59983195,"mar",11.9331749805562
"64375",0,21940.4697224699,"Credit Card","Quarterly",0,"Android",84461569,"mar",11.1064076218304
"24092",0,16390.4862999707,"Credit Card","Annual",1,"Android",67625700,"may",181.085257434356
"36231",0,16139.6138191388,"Credit Card","Annual",0,"Android",77351200,"may",172.203030348996
"105561",0,20825.1891450465,"Credit Card","Annual",1,"Android",68070933,"jun",150.914019570002
"188471",1,14795.9538092255,"PayPal","Quarterly",0,"Android",48393236,"jun",10.5687846355523
"3048",0,17190.1895905793,"Credit Card","Quarterly",1,"iOS",87378318,"jul",11.3838074777993
"134421",0,22132.2252437352,"Credit Card","Annual",1,"Android",32999126,"jun",167.990827685103
"59451",0,17921.2343694794,"PayPal","Quarterly",0,"Android",86202353,"apr",7.46979997471028
"17435",0,13760.0660482027,"Credit Card","Annual",1,"Android",67243375,"jul",146.964284630876
"107616",0,19623.1057188114,"PayPal","Quarterly",0,"iOS",99892091,"jan",7.57510907237288
"1050",0,17173.5884563337,"Credit Card","Annual",0,"iOS",88805099,"jul",151.455297898012
"3126",0,20858.6046354763,"Credit Card","Monthly",0,"Android",61741528,"jul",17.2025625544194
"4069",0,21270.5931700801,"Credit Card","Annual",0,"Android",12977319,"jul",152.494590916851
"85409",0,18681.7703629807,"Credit Card","Annual",1,"Android",69605773,"feb",162.405851130293
"6189",0,15326.7111927876,"Credit Card","Annual",0,"Android",30027537,"jul",168.703387898687
"5973",0,21080.333713446,"Credit Card","Annual",0,"Android",46256047,"jul",159.888723962451
"16503",0,18335.5446429047,"Credit Card","Annual",1,"iOS",63925764,"jul",193.372239942259
"58441",0,17647.7148517858,"Credit Card","Quarterly",0,"iOS",47477168,"jun",12.8293594020144
"19236",0,22862.8556795571,"PayPal","Monthly",0,"Android",42243563,"jul",14.8081356699377
"91968",0,17335.6206317031,"Credit Card","Quarterly",0,"Android",44198944,"feb",8.75288670903263
"30214",0,17877.9892548201,"Credit Card","Monthly",0,"Android",52320803,"may",14.9810699062914
"7503",0,18337.0758748013,"PayPal","Quarterly",0,"Android",65579956,"jul",9.28493104997119
"16883",0,19336.4527989323,"Credit Card","Annual",0,"Android",28497812,"jul",135.118530299778
"63155",0,19098.8573308436,"Credit Card","Annual",1,"Android",40664215,"mar",166.043275824051
"74188",0,18873.1747779854,"PayPal","Monthly",1,"Android",73008164,"mar",15.5531225532485
"181041",0,18845.8401612726,"PayPal","Monthly",1,"Android",74075580,"jun",12.6197012395469
"72299",0,16531.6767208295,"Credit Card","Quarterly",0,"iOS",93383940,"mar",10.4648882661775
"36234",0,18303.7543921867,"Credit Card","Quarterly",0,"Android",65103602,"may",9.69419541713326
"116221",0,13325.4939594573,"PayPal","Monthly",0,"iOS",23875031,"jan",12.795992784847
"81935",0,19403.391579387,"Credit Card","Annual",1,"iOS",28161632,"feb",187.97599527101
"1022",0,20640.333968575,"Credit Card","Annual",1,"Android",93330463,"jul",199.257618664423
"24652",0,19802.1539505213,"Credit Card","Quarterly",1,"Android",51255415,"may",11.1604929223539
"12463",0,17668.4471771374,"Credit Card","Quarterly",0,"Android",93156764,"jul",11.1897275803846
"98090",0,20764.8879107491,"Credit Card","Annual",1,"iOS",52209437,"feb",159.827096851467
"51669",0,18920.1984285706,"PayPal","Monthly",1,"iOS",14707726,"apr",15.9019218328126
"4715",0,17083.2382812683,"PayPal","Annual",1,"iOS",50645794,"jul",143.387895981416
"7081",0,17177.6275799613,"PayPal","Quarterly",0,"Android",90946438,"jul",12.3194937844586
"87798",0,21380.1374998251,"Credit Card","Quarterly",1,"Android",45437475,"feb",11.0874672380849
"112186",0,17872.225372908,"PayPal","Monthly",1,"iOS",48861658,"jan",18.2428760825361
"2264",0,19411.6278232142,"Credit Card","Annual",1,"Android",27541601,"jul",174.856537910262
"16036",0,16590.9090015697,"Credit Card","Annual",1,"Android",55499652,"jul",164.181015954642
"17047",0,17133.9620505204,"Credit Card","Annual",1,"Android",60760332,"jul",166.637927484176
"16710",0,17289.6292148922,"Credit Card","Annual",1,"Android",64544036,"jul",186.597570843345
"7210",0,18353.1776188452,"Credit Card","Monthly",0,"Android",13129108,"jul",14.5354637781605
"75781",0,20751.3405095423,"PayPal","Monthly",1,"iOS",75407875,"jun",11.7411078950667
"3479",0,16831.5544989218,"Credit Card","Annual",0,"Android",70435620,"jul",164.115213131743
"17289",0,16889.4535052396,"PayPal","Quarterly",1,"iOS",74657994,"jul",10.3383689042018
"14768",0,15912.8618159496,"Credit Card","Annual",1,"Android",42942421,"jul",175.179991133822
"70684",0,18128.8758110279,"Credit Card","Quarterly",0,"Android",73298970,"mar",10.4466391831083
"57619",0,15681.7213931948,"PayPal","Monthly",1,"iOS",33129733,"apr",15.3509519548851
"14033",0,16683.9588401821,"Credit Card","Quarterly",0,"Android",21192963,"jul",11.089725526733
"7394",0,17888.6142068792,"Credit Card","Annual",1,"iOS",14152218,"jul",136.885179668819
"79789",0,13675.1719874855,"PayPal","Monthly",0,"Android",97424381,"mar",12.5403841381417
"33550",0,18178.9060942217,"Credit Card","Annual",1,"Android",15945595,"may",164.35493380937
"81844",1,12445.5508673804,"PayPal","Quarterly",1,"iOS",12242062,"mar",9.37459009062381
"9332",0,15976.3022684277,"Credit Card","Quarterly",0,"Android",94297968,"jul",7.79052419786559
"182041",0,12838.7958509276,"PayPal","Monthly",0,"Android",68843387,"jun",13.0299437224572
"3397",0,20712.1581878197,"Credit Card","Annual",1,"Android",30916044,"jul",144.402335769247
"119651",0,16179.8591864527,"Credit Card","Annual",1,"Android",30738385,"jan",117.115350666577
"29539",0,14398.8292011368,"Credit Card","Annual",0,"Android",21163275,"may",151.355520961886
"21682",0,20580.459283063,"PayPal","Monthly",0,"Android",56055710,"jun",16.1292646458926
"31326",0,16757.9001116014,"Credit Card","Annual",1,"Android",95219426,"may",154.072992887726
"6659",0,19621.7180224369,"Credit Card","Annual",1,"iOS",21883722,"jul",173.329036716358
"23254",0,18781.8585427046,"Credit Card","Annual",0,"Android",42087874,"may",174.388719814069
"3550",0,16841.0032633694,"PayPal","Quarterly",0,"Android",66344209,"jul",8.56572083337439
"64552",0,19344.1253016177,"Credit Card","Annual",0,"iOS",86369055,"jun",175.93234169928
"6923",0,21315.9769015075,"Credit Card","Annual",0,"iOS",21539536,"jul",151.062456227536
"776",0,15616.0438859256,"PayPal","Annual",0,"Android",77695660,"jul",185.449594258131
"4752",0,19705.5098525942,"Credit Card","Monthly",1,"Android",88411794,"jul",14.3638732332042
"118306",0,24174.7072214277,"Credit Card","Quarterly",0,"Android",40612043,"jan",10.5160914151319
"3458",0,19578.6564652132,"PayPal","Quarterly",0,"Android",19977877,"jul",10.8245740139557
"1182",0,18009.8073274713,"Credit Card","Annual",0,"Android",79535435,"jul",168.350243932168
"11002",0,18248.3776387356,"PayPal","Monthly",1,"Android",88413003,"jul",15.7246504118932
"94816",0,21805.3698010747,"PayPal","Monthly",0,"Android",48455765,"feb",12.8772894478811
"1382",0,17394.7379283668,"PayPal","Annual",1,"Android",31294572,"jul",130.443319094148
"93917",0,23220.2437195917,"Credit Card","Quarterly",1,"Android",56627616,"feb",9.83981000558957
"114433",0,19746.8063692375,"PayPal","Monthly",0,"iOS",82261700,"jan",13.1190649363551
"62859",0,17694.9274854841,"Credit Card","Annual",0,"Android",22297939,"mar",172.045890298457
"44471",0,15995.6880015275,"PayPal","Quarterly",0,"Android",26445083,"apr",9.80436955975476
"80221",0,18907.2535987796,"Credit Card","Annual",0,"Android",22027224,"jun",137.782115977714
"16113",0,17415.5838997255,"PayPal","Monthly",0,"Android",89181029,"jul",15.4516208165876
"7906",0,16980.0399339116,"Credit Card","Annual",1,"iOS",89371307,"jul",156.530778123409
"9662",0,22388.4190257504,"Credit Card","Annual",1,"Android",81860369,"jul",155.900201998906
"96990",0,19598.8606325919,"Credit Card","Quarterly",1,"Android",70295354,"feb",10.1745648844408
"13001",0,16905.6922147784,"Credit Card","Monthly",1,"Android",70281183,"jul",15.3154862569529
"3849",0,17092.1847848461,"Credit Card","Annual",1,"Android",41702185,"jul",194.647497776569
"98540",0,15958.7277169983,"Credit Card","Quarterly",1,"Android",26259866,"feb",8.22353884163024
"9901",0,18721.4286807274,"Credit Card","Annual",0,"iOS",15404132,"jul",154.746236431066
"14008",0,17670.2839132974,"Credit Card","Annual",0,"iOS",94560529,"jul",142.951754687939
"6795",0,19440.7272747514,"Credit Card","Annual",0,"Android",14035992,"jul",163.533612530074
"57816",0,16821.4822259843,"PayPal","Monthly",0,"Android",53076984,"apr",13.0327124876601
"165261",0,19125.215786135,"Credit Card","Annual",0,"Android",54575926,"jun",160.34790711909
"788",0,14063.7561519777,"PayPal","Monthly",0,"Android",67256825,"jul",13.9736175898645
"84558",0,18439.0043398955,"PayPal","Monthly",0,"Android",74447397,"feb",15.0623140724387
"52017",0,19879.4607235241,"Credit Card","Annual",1,"Android",62079950,"apr",192.284374601931
"74947",0,20123.8554141634,"Credit Card","Annual",0,"Android",68484311,"mar",158.351226256723
"2373",0,16188.7455586519,"Credit Card","Quarterly",0,"iOS",20018733,"jul",10.1560177171784
"5918",0,19054.4796205329,"Credit Card","Annual",0,"Android",51137904,"jul",174.391240848903
"46111",0,20037.5000170537,"Credit Card","Annual",0,"Android",41848114,"jun",166.865789996402
"14914",0,14738.8518130151,"Credit Card","Annual",1,"iOS",71097226,"jul",169.202366809665
"115873",0,19157.9904395547,"Credit Card","Quarterly",1,"Android",23973891,"jan",9.88251755409119
"94987",0,20635.109789164,"Credit Card","Quarterly",0,"Android",96852983,"feb",10.9018926762739
"16956",0,20799.0896926958,"Credit Card","Annual",1,"iOS",76355402,"jul",115.507831179882
"54710",0,17746.0575666292,"Credit Card","Quarterly",0,"Android",32022772,"jun",10.9096744739898
"12079",0,19191.7037122277,"Credit Card","Quarterly",1,"iOS",92988428,"jul",9.06780008142541
"93347",0,14857.7071048872,"Credit Card","Annual",0,"Android",73804973,"feb",176.210361392891
"55719",0,18170.3937185474,"Credit Card","Annual",0,"Android",48560536,"apr",122.55361770509
"89010",0,18078.0876155152,"Credit Card","Monthly",0,"iOS",87117924,"jun",15.4536353955441
"4067",0,16924.6346293891,"Credit Card","Annual",1,"iOS",58127591,"jul",158.89027178193
"19524",0,17029.4797475516,"Credit Card","Annual",1,"Android",52520558,"jul",157.139685519048
"95281",0,20059.1975538809,"Credit Card","Monthly",0,"iOS",36487718,"feb",15.5075822803865
"13961",0,19012.5941387406,"PayPal","Quarterly",1,"Android",88314888,"jul",13.3182060479047
"18875",0,19316.3508361765,"Credit Card","Annual",0,"Android",98480681,"jul",165.494255891161
"980",0,19049.6786830503,"Credit Card","Quarterly",0,"Android",22987617,"jul",7.84259061054536
"3516",0,15080.2605396941,"Credit Card","Monthly",1,"Android",53539381,"jul",14.2620048817873
"6568",0,17315.1194250984,"Credit Card","Annual",0,"Android",20972085,"jul",162.740742963247
"8670",0,15276.4875624282,"Credit Card","Annual",0,"Android",85046868,"jul",165.57576123818
"92939",0,17690.8016033921,"Credit Card","Annual",0,"Android",13115225,"feb",166.942872775324
"8053",0,17051.6833862398,"Credit Card","Quarterly",0,"Android",22578737,"jul",8.76132782199801
"599",1,16494.4201452944,"Credit Card","Monthly",0,"Android",56478784,"jul",15.3340014431967
"105862",0,20289.592645901,"Credit Card","Annual",0,"iOS",31068351,"jan",175.765567870783
"45864",0,19722.6463793616,"Credit Card","Annual",1,"Android",18722164,"apr",148.762253487858
"188041",1,16917.99792568,"Credit Card","Annual",1,"Android",86268337,"jun",130.315454083407
"87779",0,18439.534452121,"Credit Card","Monthly",0,"iOS",33405696,"feb",16.6308057547578
"146621",0,18569.0115639067,"PayPal","Quarterly",0,"Android",51217677,"jun",9.61374678601635
"63766",0,19123.0833863103,"PayPal","Monthly",1,"Android",60220790,"mar",15.4584943802183
"7630",0,16904.2623665611,"Credit Card","Monthly",0,"Android",76841826,"jul",15.9912358266409
"24750",0,18894.4055814271,"Credit Card","Annual",0,"Android",48645790,"may",146.045493818645
"102682",0,16752.7861872414,"Credit Card","Annual",1,"Android",95498033,"feb",138.46253056204
"2729",0,21934.4943214155,"Credit Card","Annual",0,"iOS",12756459,"jul",153.766738782347
"153951",0,20892.7092265149,"PayPal","Monthly",0,"Android",92071254,"jun",16.3481836474679
"10005",0,18840.9114358784,"Credit Card","Annual",0,"Android",69993077,"jul",153.281154965868
"105024",0,16614.7374464731,"Credit Card","Annual",0,"Android",56659683,"jan",164.565355850109
"166451",0,22064.765233653,"PayPal","Monthly",1,"Android",97761009,"jun",14.467205894925
"6906",0,19636.7822556117,"Credit Card","Annual",1,"iOS",41459895,"jul",172.611477223681
"65823",0,19280.7239548709,"Credit Card","Monthly",1,"iOS",61071204,"mar",13.2940164693592
"18438",0,16756.5884565088,"Credit Card","Quarterly",1,"Android",58601174,"jul",11.5498391899078
"71708",0,21310.1381950945,"PayPal","Monthly",1,"Android",74251659,"mar",12.9395372516485
"19445",0,20513.3969567477,"PayPal","Monthly",0,"Android",41047698,"jul",16.9429342921277
"42112",0,17399.3623098185,"Credit Card","Annual",0,"Android",37542711,"apr",153.726464273306
"48484",0,22173.3274974802,"Credit Card","Annual",0,"iOS",69392310,"apr",154.744674787233
