,churn,app_usage,payment_method,payment_freq,location,platform,userId,month,sub_amount
279,1,14030.9040288056,PayPal,Monthly,0,iOS,28630353,jul,$ 12.7496575443557
13072,0,19328.588206752298,PayPal,Monthly,1,Android,16289410,jul,$ 17.499047401036
17120,0,15728.899457479,Credit Card,Annual,0,Android,74413287,jul,$ 146.765835887806
3813,0,21001.1994381037,Credit Card,Annual,1,Android,30854174,jul,$ 164.082309682508
6096,0,15510.1720753479,Credit Card,Quarterly,0,iOS,96911334,jul,$ 10.0821086943303
19412,0,19391.759291558898,Credit Card,Annual,0,iOS,40530811,jul,$ 216.114219126408
4704,0,22391.3833337586,Credit Card,Quarterly,1,Android,27182917,jul,$ 10.355946575944
4615,0,17767.228299109098,PayPal,Monthly,1,Android,84402771,jul,$ 13.5009399767001
16668,0,24044.4954794759,PayPal,Monthly,0,iOS,11252901,jul,$ 15.5466741758592
6731,0,20990.0909001253,Credit Card,Annual,0,Android,28489061,jul,$ 152.061457971127
14172,0,20814.8434402973,Credit Card,Annual,0,Android,31693413,jul,$ 158.887592838626
14975,0,16958.2955950452,Credit Card,Annual,1,iOS,83243641,jul,$ 154.157693500567
14524,0,17102.4815700477,Credit Card,Quarterly,0,Android,95337886,jul,$ 9.17749849361429
4206,0,20071.7352258643,Credit Card,Annual,0,Android,97315194,jul,$ 196.751401762208
9271,0,17554.1505981377,Credit Card,Annual,0,Android,54024987,jul,$ 170.801189362793
15030,0,16481.1622516447,Credit Card,Quarterly,0,Android,19379581,jul,$ 10.0772767621722
1869,0,20397.5296555327,PayPal,Monthly,1,Android,21947140,jul,$ 14.4521746286245
16994,0,19883.4543403897,PayPal,Annual,1,iOS,27002444,jul,$ 158.017779904898
14402,0,19712.092737178,PayPal,Monthly,1,Android,22216187,jul,$ 16.1444403102716
6826,0,17925.8196963817,Credit Card,Annual,1,iOS,51083540,jul,$ 187.562706940972
2674,0,17768.6954744834,PayPal,Monthly,0,Android,84568337,jul,$ 13.6788216163892
12602,0,20140.014249388,Credit Card,Annual,1,Android,97288114,jul,$ 162.490486932823
3081,0,19659.6692798088,PayPal,Quarterly,0,iOS,71053882,jul,$ 8.08589110607045
16776,0,21214.3429568445,PayPal,Monthly,1,Android,54313763,jul,$ 17.2387182775706
6652,0,19496.3111646135,Credit Card,Annual,1,Android,32633041,jul,$ 143.733792685757
10483,0,20123.0832797746,Credit Card,Annual,1,iOS,17473020,jul,$ 160.324386488895
10853,0,19462.3484156191,Credit Card,Quarterly,0,Android,82146068,jul,$ 9.22425141143333
1537,0,19524.183503478,PayPal,Annual,1,Android,46390436,jul,$ 160.358331410051
5389,0,22132.6860527502,Credit Card,Annual,0,Android,99236747,jul,$ 181.602096616017
2051,0,16107.2848723537,Credit Card,Monthly,0,Android,11795007,jul,$ 15.5858343121747
10039,0,20593.1534369002,Credit Card,Annual,0,iOS,24198181,jul,$ 128.369600517452
6516,0,19582.4208485449,Credit Card,Annual,1,Android,57723810,jul,$ 161.469385069907
16669,0,18360.5852262935,PayPal,Monthly,0,iOS,60488217,jul,$ 15.8994625878098
15389,0,15895.5053724601,Credit Card,Annual,0,Android,61842091,jul,$ 130.935637083742
11854,0,20153.4417933531,Credit Card,Monthly,1,Android,94646120,jul,$ 15.6049894004365
8106,0,16838.2650868029,PayPal,Monthly,1,Android,66912846,jul,$ 14.3369981373883
1819,0,21082.8317063862,PayPal,Monthly,0,Android,88603425,jul,$ 15.548940911215
9082,0,18596.5128602957,Credit Card,Annual,0,Android,51575509,jul,$ 141.939171070676
2380,0,19461.789971077,Credit Card,Annual,0,Android,35573843,jul,$ 175.797093365715
5877,0,21077.2876170838,Credit Card,Annual,0,iOS,46773645,jul,$ 166.121823370351
12334,0,14102.605598766499,Credit Card,Monthly,0,Android,88670816,jul,$ 14.2227673478426
18993,0,21530.91491723,PayPal,Monthly,0,Android,99709452,jul,$ 14.4436521255292
7180,0,18302.1664742582,PayPal,Monthly,0,iOS,47492333,jul,$ 18.5270616626166
15081,0,16579.8409893899,Credit Card,Annual,1,Android,84457843,jul,$ 125.474683592227
869,0,15792.797483896202,PayPal,Monthly,0,Android,50847867,jul,$ 11.8227409856081
14359,0,18583.9283501999,Credit Card,Quarterly,1,iOS,26949815,jul,$ 8.39498316165789
2534,0,16495.4423434748,Credit Card,Annual,0,Android,31452050,jul,$ 177.212445635522
15310,0,16803.6024194576,PayPal,Quarterly,0,Android,42535084,jul,$ 10.4637815603885
19024,0,21273.427240645,Credit Card,Annual,1,iOS,26372100,jul,$ 159.143742875502
14381,0,18543.3442129568,Credit Card,Monthly,0,iOS,74297303,jul,$ 15.1066968938469
7083,0,16844.8919408058,PayPal,Quarterly,1,Android,59024180,jul,$ 6.63706991162717
19451,0,17926.1641892205,Credit Card,Monthly,0,iOS,11011630,jul,$ 14.6979344746004
3109,0,12330.086945483301,Credit Card,Annual,1,iOS,32269343,jul,$ 163.376732045929
11073,0,13676.6036430968,Credit Card,Annual,1,Android,89881609,jul,$ 165.600777234745
12001,0,20079.5165869894,PayPal,Monthly,0,Android,60059111,jul,$ 16.6435650756066
14473,0,17653.132774929298,Credit Card,Annual,0,Android,95028975,jul,$ 153.567938900545
10305,0,19167.4492586522,PayPal,Quarterly,1,Android,78350253,jul,$ 9.62284558698728
18539,0,18863.973306161202,Credit Card,Quarterly,0,Android,89022596,jul,$ 10.795452903091
12608,0,14603.7368620502,Credit Card,Quarterly,0,Android,58482025,jul,$ 10.4510520631234
2719,0,17232.7141953805,Credit Card,Monthly,1,Android,64589229,jul,$ 16.0560011210588
14818,0,17629.669510336,PayPal,Quarterly,1,Android,65381972,jul,$ 11.2636618591911
13448,0,17175.9695499714,Credit Card,Annual,1,iOS,90279182,jul,$ 162.116533089023
2513,0,15702.4404034169,Credit Card,Quarterly,0,Android,39374216,jul,$ 8.88712133747818
2139,0,20226.1022740552,PayPal,Monthly,1,iOS,34472781,jul,$ 16.2351067642244
15357,0,21125.3344095972,Credit Card,Annual,0,Android,69386564,jul,$ 163.533280282644
336,1,19759.1479843734,PayPal,Monthly,1,Android,36321322,jul,$ 11.0322063358748
15899,0,17155.306398424098,Credit Card,Quarterly,1,Android,21264389,jul,$ 12.1599482380938
5915,0,19031.0330353725,Credit Card,Monthly,0,iOS,49460782,jul,$ 12.8976938225336
2020,0,21968.885186081003,Credit Card,Quarterly,0,Android,72286860,jul,$ 9.43827107328597
13063,0,20886.899546131,Credit Card,Annual,0,Android,64346065,jul,$ 140.927470810863
15771,0,17965.7197635003,PayPal,Monthly,1,Android,38256011,jul,$ 14.1669326379576
15080,0,19221.1372786533,Credit Card,Quarterly,1,Android,45505962,jul,$ 9.59851089463497
4371,0,20288.9875338447,Credit Card,Annual,1,Android,10575451,jul,$ 141.339789573214
11150,0,18738.0831185825,Credit Card,Monthly,0,Android,85635528,jul,$ 16.5812061418726
12414,0,17792.8444278475,Credit Card,Annual,1,Android,22264397,jul,$ 138.463848740974
16072,0,19675.694063696003,PayPal,Quarterly,0,Android,63291523,jul,$ 9.02863940723111
9602,0,18589.684068091698,PayPal,Monthly,1,iOS,86493266,jul,$ 15.3901651645558
15832,0,17398.9464361621,PayPal,Monthly,1,Android,28161441,jul,$ 16.5187862981908
1958,0,18845.8132364993,PayPal,Monthly,0,Android,61157282,jul,$ 17.3642087219513
18559,0,17154.1489660784,Credit Card,Annual,0,Android,82509739,jul,$ 155.064809581639
3212,0,22846.253913779503,Credit Card,Annual,1,Android,74050903,jul,$ 167.807421985614
4790,0,17601.995318036697,Credit Card,Quarterly,1,Android,73964334,jul,$ 12.7136374752572
705,0,12222.5793442124,Credit Card,Annual,1,Android,99724843,jul,$ 120.197828041628
10997,0,16571.8343172947,PayPal,Monthly,0,Android,28975797,jul,$ 17.3821534332331
14656,0,16201.925289909599,Credit Card,Annual,0,Android,40127214,jul,$ 160.106874422355
1436,0,21972.9265818194,Credit Card,Annual,0,Android,79399674,jul,$ 154.709141757171
15495,0,17438.4435046995,Credit Card,Annual,1,Android,55179343,jul,$ 160.272065468377
6819,0,17419.1682346581,PayPal,Monthly,0,Android,93983058,jul,$ 15.4280594789227
17428,0,16128.3272120284,Credit Card,Monthly,1,Android,64019706,jul,$ 16.113458640538
15208,0,18625.237460855402,PayPal,Quarterly,0,iOS,44179014,jul,$ 9.42702464015117
11975,0,20346.108701103898,Credit Card,Annual,0,Android,37412101,jul,$ 164.45246557795
9652,0,22782.288004501603,Credit Card,Quarterly,0,Android,98581984,jul,$ 12.2163160528286
15770,0,21761.8009849305,Credit Card,Annual,1,Android,95669171,jul,$ 151.139652241916
1064,0,18741.535214853302,PayPal,Monthly,0,Android,25904627,jul,$ 14.0216502006852
3394,0,17425.5074467764,PayPal,Monthly,0,Android,35410965,jul,$ 12.1277706700694
12323,0,22573.1325302671,PayPal,Monthly,1,Android,45610799,jul,$ 14.1675544647913
13165,0,20693.6487626047,Credit Card,Annual,0,iOS,63691348,jul,$ 154.926665620829
3003,0,21136.6079470287,Credit Card,Annual,1,iOS,31582772,jul,$ 167.411372440519
7449,0,18764.6699465727,PayPal,Monthly,0,iOS,93039122,jul,$ 14.6219060381978
11193,0,20686.1021765261,Credit Card,Annual,0,Android,24963375,jul,$ 177.771814803182
5427,0,17092.4586092923,Credit Card,Quarterly,1,iOS,73410516,jul,$ 11.5374785255989
7003,0,18829.017072165,Credit Card,Annual,0,iOS,55316277,jul,$ 148.410423307991
9741,0,20709.4857242467,PayPal,Quarterly,0,Android,75845315,jul,$ 9.41439639611827
14435,0,17213.4451871046,Credit Card,Monthly,0,iOS,42704520,jul,$ 16.3074613353633
8028,0,22623.6257308829,PayPal,Quarterly,1,Android,60928023,jul,$ 8.61450079160178
4653,0,16986.8371535321,Credit Card,Annual,1,Android,37265946,jul,$ 171.888916076732
6914,0,20368.8927086229,Credit Card,Quarterly,1,iOS,74416521,jul,$ 8.26373112235117
10495,0,16452.5800975069,Credit Card,Annual,0,Android,21163275,jul,$ 163.808161122494
1532,0,22935.5299576363,PayPal,Quarterly,0,Android,93781558,jul,$ 9.5956004925197
1179,0,20159.903829239098,Credit Card,Annual,1,Android,83196639,jul,$ 181.156514415523
18836,0,19822.9650405278,Credit Card,Annual,0,Android,74562499,jul,$ 196.878218601226
16664,0,21174.976904953703,Credit Card,Monthly,1,Android,75705236,jul,$ 12.7479254465115
9670,0,18281.4970301932,PayPal,Monthly,1,iOS,22072002,jul,$ 14.698755689457
16008,0,19113.8811216689,Credit Card,Annual,1,Android,21247155,jul,$ 158.346426667864
3049,0,20115.3067492648,PayPal,Monthly,0,Android,54120696,jul,$ 14.4910090680727
11143,0,17979.4156306217,Credit Card,Annual,1,Android,66546579,jul,$ 163.527541167221
4641,0,17428.216148805,PayPal,Monthly,1,Android,11991249,jul,$ 13.0221633797168
15883,0,14405.6174887994,Credit Card,Annual,0,iOS,66168244,jul,$ 154.235227082927
10974,0,19813.6929609653,Credit Card,Annual,0,Android,35510637,jul,$ 124.332373663744
472,1,13905.5573342361,PayPal,Monthly,1,Android,19203902,jul,$ 13.327261912746
6210,0,20128.146727964,PayPal,Quarterly,1,iOS,30081029,jul,$ 9.18657106520935
12893,0,15902.9948474803,PayPal,Annual,0,iOS,51953322,jul,$ 149.10736955998
2999,0,17788.9491454958,Credit Card,Annual,0,Android,20226487,jul,$ 168.60308667538
174,1,15254.444227283999,Credit Card,Annual,0,Android,46970159,jul,$ 122.762759394067
11239,0,18211.4733191123,Credit Card,Annual,0,iOS,95024619,jul,$ 215.870772325958
3539,0,17733.6040334803,PayPal,Annual,1,Android,20184216,jul,$ 167.775477045826
7579,0,21729.0229106845,Credit Card,Quarterly,0,Android,21537346,jul,$ 9.04701767406099
791,0,13664.9460483567,PayPal,Quarterly,1,Android,77397024,jul,$ 8.42494186742796
1627,0,17414.5817171885,Credit Card,Quarterly,1,Android,40229006,jul,$ 6.92761010517762
2417,0,19274.170910171,PayPal,Monthly,0,iOS,60084724,jul,$ 15.1675535562336
8925,0,18241.7139134909,Credit Card,Annual,1,Android,49896587,jul,$ 142.262236848275
8200,0,15228.9697250292,Credit Card,Annual,1,iOS,32606876,jul,$ 131.359503091454
15949,0,19373.7589551591,Credit Card,Annual,0,Android,80610373,jul,$ 162.347345361464
12857,0,18991.923420936102,Credit Card,Quarterly,0,Android,18874390,jul,$ 12.6339932079798
9150,0,18206.7106337711,Credit Card,Quarterly,1,Android,78495976,jul,$ 9.17701296625036
8338,0,19255.4575642831,PayPal,Monthly,0,Android,34028739,jul,$ 16.6882075662664
14004,0,20726.2346495927,Credit Card,Annual,0,iOS,64662029,jul,$ 175.145803205489
11873,0,18160.8427568801,PayPal,Monthly,1,Android,20653741,jul,$ 16.6815907477454
17554,0,15642.0812101041,PayPal,Monthly,0,Android,41899271,jul,$ 16.2307813144583
10401,0,20997.7398743151,Credit Card,Annual,0,Android,39633992,jul,$ 131.42213483456
19385,0,18189.1521924426,Credit Card,Annual,0,Android,63263674,jul,$ 156.332636793391
6520,0,21768.023949739,Credit Card,Monthly,0,Android,15809617,jul,$ 15.5914912721401
5331,0,17337.4642235247,Credit Card,Annual,0,Android,46524523,jul,$ 126.43081232152
7593,0,19938.43105947,Credit Card,Quarterly,0,Android,28519193,jul,$ 9.90630903695312
19525,0,18617.0285580734,Credit Card,Quarterly,1,Android,86089722,jul,$ 12.8473205203441
17469,0,19383.0689042468,Credit Card,Annual,1,Android,76965736,jul,$ 146.897148273706
13016,0,19726.1695141249,Credit Card,Quarterly,0,Android,27661055,jul,$ 9.87200684065227
12785,0,18492.1855900423,Credit Card,Monthly,0,Android,97686758,jul,$ 12.6616652869142
6003,0,15769.541717521299,Credit Card,Monthly,0,Android,94802358,jul,$ 16.2229104633817
12622,0,15572.2175337669,Credit Card,Quarterly,1,Android,54848935,jul,$ 10.6046869810437
17974,0,18170.4918120537,Credit Card,Annual,1,Android,97962776,jul,$ 176.272019914169
4521,0,16890.9995300294,Credit Card,Annual,0,iOS,37169366,jul,$ 169.775267377566
1951,0,17020.8423222734,Credit Card,Annual,1,iOS,24829388,jul,$ 166.738311847189
112,1,18315.9247797504,PayPal,Annual,0,iOS,22540736,jul,$ 140.143732560716
12547,0,15954.9714616155,Credit Card,Annual,0,Android,50261969,jul,$ 129.200837239103
4097,0,17252.790401536,PayPal,Monthly,1,Android,22466377,jul,$ 14.3832642896282
341,1,14913.6217111457,PayPal,Annual,0,iOS,22833958,jul,$ 104.187949709417
8475,0,15320.8745849923,Credit Card,Quarterly,0,Android,89262021,jul,$ 9.80651267410271
5089,0,17689.0428528035,Credit Card,Annual,0,iOS,83754797,jul,$ 148.813846383827
5081,0,18418.5016686936,Credit Card,Annual,0,Android,14427891,jul,$ 152.799837578477
4806,0,17137.0388586583,Credit Card,Annual,0,iOS,96509619,jul,$ 196.955508852516
11994,0,19640.0787248476,Credit Card,Annual,0,Android,21774750,jul,$ 164.934254897501
5775,0,16295.044527309099,Credit Card,Monthly,0,iOS,30719829,jul,$ 13.5514805297126
13393,0,19949.8402935491,PayPal,Quarterly,0,Android,29874076,jul,$ 9.91798304560002
3324,0,20977.7969237379,PayPal,Quarterly,1,Android,26500409,jul,$ 8.97236177839379
1711,0,16375.0425285899,PayPal,Quarterly,0,Android,42281152,jul,$ 8.86917024340741
17770,0,18996.143750136,Credit Card,Quarterly,0,iOS,46859629,jul,$ 9.68060430516059
13796,0,21251.1614832095,PayPal,Monthly,0,Android,90805852,jul,$ 13.8957295683415
12728,0,17333.6311004208,Credit Card,Annual,0,iOS,99187935,jul,$ 159.756350551466
11963,0,17859.2170042012,Credit Card,Annual,0,iOS,57794464,jul,$ 170.32459712706
13528,0,18466.7214952399,Credit Card,Annual,0,Android,82483557,jul,$ 141.607322452392
19065,0,17558.742131445702,Credit Card,Annual,1,Android,39805645,jul,$ 178.817270996171
15879,0,17015.9388411653,PayPal,Monthly,0,Android,91184381,jul,$ 13.5500414620899
2859,0,16253.6293658646,Credit Card,Annual,0,iOS,11258361,jul,$ 161.699970879934
17102,0,21036.970417346598,PayPal,Monthly,0,iOS,88286488,jul,$ 17.5248592638907
12563,0,19037.5070180339,Credit Card,Annual,0,iOS,76276660,jul,$ 151.076781673555
2379,0,20670.1565255891,Credit Card,Quarterly,0,Android,75076418,jul,$ 10.5353026698092
17581,0,19562.1531142442,Credit Card,Annual,0,iOS,78697168,jul,$ 168.383396039782
12425,0,18664.5377522315,Credit Card,Quarterly,0,Android,16685431,jul,$ 11.6747895619821
6436,0,19078.9648676591,PayPal,Monthly,0,Android,40825237,jul,$ 17.7753590575097
2091,0,19436.2286301779,PayPal,Monthly,1,iOS,76267140,jul,$ 13.603560536851
17623,0,23400.8645068139,Credit Card,Monthly,1,Android,50620098,jul,$ 13.7392755573424
4543,0,17491.3358934819,PayPal,Quarterly,0,Android,27778306,jul,$ 11.1873549487808
11859,0,23657.8397362092,Credit Card,Annual,1,Android,18579259,jul,$ 183.637635239086
16387,0,18044.8764774909,Credit Card,Annual,1,iOS,70998324,jul,$ 165.917039453511
3025,0,18676.245782808,PayPal,Quarterly,1,Android,58177132,jul,$ 9.49602375242404
3960,0,18136.1543942599,Credit Card,Monthly,0,Android,88253585,jul,$ 14.1102324904247
1523,0,15413.9281450945,PayPal,Monthly,0,Android,95834161,jul,$ 19.6254535872185
13512,0,18949.796547904498,PayPal,Quarterly,1,Android,32443602,jul,$ 9.92735854309992
17345,0,19132.8034742259,Credit Card,Monthly,0,Android,65240472,jul,$ 15.1740202618038
16935,0,17878.0286796674,Credit Card,Quarterly,1,iOS,46035141,jul,$ 9.15756147257576
9584,0,20334.9923663448,Credit Card,Annual,0,Android,66035444,jul,$ 185.921699026113
17706,0,19362.159886711,Credit Card,Annual,1,Android,70040701,jul,$ 138.597974827662
14469,0,15848.920497674299,Credit Card,Annual,0,iOS,94164102,jul,$ 187.521654266218
7910,0,17610.8388928147,PayPal,Annual,1,Android,40822846,jul,$ 187.149717249713
3565,0,17783.3267075913,Credit Card,Annual,0,iOS,62251197,jul,$ 149.656652927513
19301,0,19421.8981646833,Credit Card,Annual,1,Android,55255235,jul,$ 142.506998213262
12487,0,20129.1346506267,Credit Card,Annual,1,iOS,19305647,jul,$ 141.269216189194
14887,0,21917.367575270502,Credit Card,Quarterly,0,iOS,78705793,jul,$ 8.31589926757417
15913,0,18399.527144543998,Credit Card,Annual,1,Android,33254893,jul,$ 146.971718417921
18030,0,18051.5895996726,Credit Card,Quarterly,1,iOS,54116921,jul,$ 10.2550454808486
15853,0,19213.5802580062,Credit Card,Monthly,1,Android,84674812,jul,$ 15.0601721514732
6505,0,18381.0502284213,Credit Card,Quarterly,1,iOS,74051630,jul,$ 9.71929164623654
19229,0,19901.3566617106,Credit Card,Annual,0,Android,14611970,jul,$ 145.230715965135
2831,0,18763.3215756963,Credit Card,Monthly,1,Android,69810963,jul,$ 13.6608723506251
7309,0,20133.1691239326,Credit Card,Annual,0,Android,63651754,jul,$ 148.812769244535
8802,0,17674.3249563074,Credit Card,Annual,0,Android,67963776,jul,$ 139.183081035253
7057,0,18194.1851143836,Credit Card,Quarterly,0,Android,17715258,jul,$ 11.3592595805822
14863,0,21209.947849925502,PayPal,Monthly,0,iOS,57017998,jul,$ 14.9335394807466
14148,0,18072.2775700753,PayPal,Monthly,0,Android,46275828,jul,$ 15.8948579221861
15563,0,21425.4900277282,Credit Card,Annual,1,Android,75145731,jul,$ 134.540279095486
3251,0,19635.409598265,PayPal,Monthly,1,Android,68615245,jul,$ 14.9466168446163
11795,0,16418.440705894198,Credit Card,Annual,1,Android,10020863,jul,$ 142.68022120314
3540,0,17821.7203368952,Credit Card,Quarterly,0,Android,93077661,jul,$ 10.0333860444245
9329,0,17245.951542193798,PayPal,Monthly,0,iOS,89443236,jul,$ 13.1824581539825
19271,0,19961.9140223426,PayPal,Quarterly,0,Android,21258337,jul,$ 8.98356784409641
10815,0,19759.4227652307,Credit Card,Quarterly,1,iOS,57580328,jul,$ 8.91952211607647
9184,0,17116.5502870233,PayPal,Monthly,1,iOS,35910057,jul,$ 17.0043864315869
4572,0,18475.5881384691,Credit Card,Annual,0,Android,61219457,jul,$ 155.194653185879
19537,0,19073.9680935774,Credit Card,Annual,1,Android,40298572,jul,$ 149.746880836712
7064,0,18881.094198911298,PayPal,Quarterly,0,Android,44672607,jul,$ 12.0012097242732
8344,0,19088.4183809757,Credit Card,Annual,0,Android,80277698,jul,$ 163.877882264232
12737,0,20668.809464968403,PayPal,Monthly,1,Android,80127228,jul,$ 15.1720878233394
18724,0,21907.0229709476,Credit Card,Quarterly,0,iOS,30926897,jul,$ 12.0447942193792
16634,0,17131.2658171324,Credit Card,Monthly,1,Android,42462415,jul,$ 17.0274928740546
17461,0,18753.9389970082,PayPal,Monthly,0,iOS,19957228,jul,$ 13.4462953013504
14154,0,16629.9239613897,Credit Card,Annual,0,Android,86655542,jul,$ 166.990477136952
15465,0,20996.6763174529,Credit Card,Quarterly,1,iOS,79658352,jul,$ 11.5753258526602
9304,0,16411.8501019,Credit Card,Monthly,0,Android,21103101,jul,$ 12.9038446205559
